"","division_id","division_name","franchise_id","franchise_name","h2h_wins","h2h_losses","h2h_ties","h2h_winpct","points_for","points_against","allplay_wins","allplay_losses","allplay_winpct","potential_points"
"672",965381,"Division 2",1254495,"Bridge Four",4,10,0,0.286,1674.92,1678.44,85,90,0.486,2205.920005
"673",965384,"Division 2",1172416,"ghello55 is a terrible username",12,2,0,0.857,1812.66,1443.7,114,54,0.679,2336.020005
"674",965383,"Division 1",1428833,"#10 Herbs and Spices",10,4,0,0.714,1565.7,1549.86,84,84,0.5,2068.799995
"675",965383,"Division 1",999579,"Cam Fakers",9,5,0,0.643,1631.32,1627.62,87,74,0.54,1946.240004
"676",965385,"Division 3",1315234,"Tony Danza's Fun House",9,5,0,0.643,1681.16,1636.42,96,79,0.549,2238.68
"677",965383,"Division 1",1326085,"Kissin TDs",8,6,0,0.571,1811.14,1703.56,116,59,0.663,2512.72001
"678",965384,"Division 2",1252601,"dak is my daddy",7,7,0,0.5,1779.8,1689.38,98,63,0.609,2105.42001
"679",965384,"Division 2",1097003,"Alheezy the best",7,7,0,0.5,1583.52,1675.94,83,85,0.494,2015.72
"680",965385,"Division 3",1326330,"Wonderlick Testrails",6,8,0,0.429,1529.8,1509.02,54,114,0.321,1965.140009
"681",965384,"Division 2",1314997,"Tour Stripas",5,9,0,0.357,1527.54,1709.7,79,96,0.451,2279.319987
"682",965385,"Division 3",1330421,"Churchmoor Caterpies",5,9,0,0.357,1608.48,1641.78,87,88,0.497,2193.700004
"683",965385,"Division 3",1172962,"Viking Koalas",5,9,0,0.357,1489.58,1621.26,58,103,0.36,1822.18
"684",965383,"Division 1",1096997,"El Tractorcito",1,13,0,0.071,1454,1666.46,52,109,0.323,1830.000001
"685",965386,"Division 1",1315099,"our thing",10,4,0,0.714,1684.26,1635.46,95,73,0.565,2295.000005
"686",965388,"Division 3",1258534,"Eradicators",10,4,0,0.714,1775.64,1552.98,109,59,0.649,2252.020024
"687",965388,"Division 3",1331598,"Blue Mountain State Goats",10,4,0,0.714,1690.2,1424.66,89,72,0.553,2090.279999
"688",965387,"Division 2",1258505,"King of the Hill",8,6,0,0.571,1734.22,1600.34,94,67,0.584,2066.73999
"689",965387,"Division 2",1330469,"Immaculate Contraception",8,6,0,0.571,1716.28,1595.34,102,73,0.583,2361.539995
"690",965387,"Division 2",1019688,"StoneCold Stunners",8,6,0,0.571,1708.9,1718.26,97,71,0.577,2073.06
"691",965388,"Division 3",1252653,"Dead Runningbacks",8,6,0,0.571,1485.32,1460.86,69,106,0.394,2238.060005
"692",965387,"Division 2",1315110,"Anchovies",6,8,0,0.429,1678.4,1783.26,88,80,0.524,2085.64
"693",965386,"Division 1",999050,"Ice Up Son",5,9,0,0.357,1632.02,1605.92,88,87,0.503,2279.02001
"694",965386,"Division 1",1327044,"Fantasy Fleas",4,10,0,0.286,1555.86,1697.8,80,95,0.457,2144.54
"695",965388,"Division 3",1000791,"For Realz This Time!!!",4,10,0,0.286,1379.26,1674.26,51,110,0.317,1793.78
"696",965386,"Division 1",1315108,"Karlor's Gaggle of Men",3,11,0,0.214,1409.14,1700.36,46,115,0.286,1797.6
"697",965390,"Division 2",1005400,"Embarrasment of Riches",12,2,0,0.857,1894.22,1418.48,117,51,0.696,2388.08
"698",965389,"Division 1",1172616,"Callison Crushers",9,5,0,0.643,1587.34,1540.14,75,93,0.446,2181.700005
"699",965389,"Division 1",1097083,"Einhorn is Finkle",8,6,0,0.571,1606.96,1565.38,92,83,0.526,2246.060004
"700",965389,"Division 1",1315701,"Black Phillip",8,6,0,0.571,1594.38,1515.62,85,90,0.486,2218.28
"701",965390,"Division 2",1431324,"The Bacon Bolts",8,6,0,0.571,1754.12,1693.5,103,58,0.64,1997.960014
"702",965390,"Division 2",1431733,"Mustangs",8,6,0,0.571,1529.36,1513.22,71,97,0.423,2074.099985
"703",965391,"Division 3",1315132,"Left Shark",7,7,0,0.5,1502.44,1577.32,64,97,0.398,1793.499986
"704",965389,"Division 1",1171982,"LUCHADORES",5,9,0,0.357,1676.32,1696.42,87,81,0.518,2159.55999
"705",965390,"Division 2",999659,"Zappe Hour",5,9,0,0.357,1659.64,1814.78,95,80,0.543,2189.360005
"706",965391,"Division 3",1317536,"The Midseason Call Ups",5,9,0,0.357,1372.5,1643.54,54,107,0.335,1732.2
"707",965391,"Division 3",1005182,"ponch",5,9,0,0.357,1669.16,1717.6,90,71,0.559,1971.64001
"708",965391,"Division 3",1253679,"Spicy Meatballs",4,10,0,0.286,1582.9,1733.34,75,100,0.429,2310.480014
"709",965394,"Division 3",1431299,"HeHateMe",10,4,0,0.714,1736.56,1645.86,106,62,0.631,2219.63999
"710",965394,"Division 3",1315339,"New Guy in Town",9,5,0,0.643,1653.34,1631.1,95,80,0.543,2338.280015
"711",965393,"Division 2",1175300,"A Team Has No Name",8,6,0,0.571,1583.9,1485.32,80,88,0.476,2101.100015
"712",965394,"Division 3",999455,"Kickers Are People Too",8,6,0,0.571,1779.88,1662.62,104,57,0.646,2090.900015
"713",965392,"Division 1",1252572,"The Doug E's",7,7,0,0.5,1723.44,1639.48,104,71,0.594,2403.15999
"714",965392,"Division 1",1326226,"AnimeFan69",7,7,0,0.5,1641.14,1661.82,83,85,0.494,2132.18
"715",965392,"Division 1",1171876,"Eaton Beavers",7,7,0,0.5,1568.52,1500.58,72,96,0.429,2029.479995
"716",965393,"Division 2",1326494,"Rocketship (_)_):::::::::D~~",7,7,0,0.5,1562.62,1700.76,79,96,0.451,2144.580006
"717",965393,"Division 2",1326762,"Kermit Dee Frawg",7,7,0,0.5,1667.36,1632.78,89,72,0.553,2015.36
"718",965392,"Division 1",1315079,"Cali Gold",5,9,0,0.357,1463.4,1664.14,50,111,0.311,1869.9
"719",965393,"Division 2",999346,"Thumpin Mules",5,9,0,0.357,1656.68,1745.64,87,88,0.497,2244.080005
"720",965394,"Division 3",1324389,"NUK THE WHALES",4,10,0,0.286,1535.26,1602,59,102,0.366,1838.239995
"721",965397,"Division 3",1360396,"Waiver Warlords",11,3,0,0.786,1951.42,1625.28,126,42,0.75,2432.08
"722",965397,"Division 3",1172519,"Fignuts",11,3,0,0.786,1671.86,1556.46,88,73,0.547,2033.54
"723",965395,"Division 1",998983,"Best Team Evah dont @me",9,5,0,0.643,1774.92,1663.42,115,53,0.685,2378.20001
"724",965395,"Division 1",1330470,"Gir's Pigriders",8,6,0,0.571,1617.32,1645.12,82,93,0.469,2164.78
"725",965396,"Division 2",1172358,"Only Fants",8,6,0,0.571,1594.26,1535.2,80,95,0.457,2208.960009
"726",965395,"Division 1",1315301,"Down and Distance",7,7,0,0.5,1675.84,1652.54,84,77,0.522,2015.60001
"727",965395,"Division 1",1430109,"Dr. Toboggan, MD",6,8,0,0.429,1503.68,1531.96,62,99,0.385,1789.920005
"728",965396,"Division 2",1332091,"Team 9 From Outer Space",6,8,0,0.429,1699.68,1686.86,92,76,0.548,2081.799995
"729",965396,"Division 2",1330407,"Bucket of Walruses",6,8,0,0.429,1571.04,1627.58,72,103,0.411,2139.539996
"730",965397,"Division 3",1513432,"Tityltown",6,8,0,0.429,1714.4,1679.86,103,65,0.613,2230.160006
"731",965397,"Division 3",1000607,"Time zones are fickle things",4,10,0,0.286,1424.26,1695.24,52,123,0.297,2084.939985
"732",965396,"Division 2",1331593,"Local High School Science Project",2,12,0,0.143,1469.86,1769.02,52,109,0.323,1780.900015
"733",965398,"Division 1",1176316,"Her?",9,5,0,0.643,1603.02,1504.6,100,75,0.571,2217.799984
"734",965399,"Division 2",1253129,"Dread it. Run from it. Destiny arrives all the same. (MarchCrazy44)",9,5,0,0.643,1784.12,1571.54,110,58,0.655,2315.71999
"735",965400,"Division 3",1315308,"AustinP0027's Oops Zero RB",9,5,0,0.643,1881.18,1596.14,121,47,0.72,2373.23998
"736",965399,"Division 2",1175183,"•gô1ngFÖRsévén•",8,6,0,0.571,1583.92,1586.08,92,83,0.526,2133.68
"737",965399,"Division 2",999231,"Langley Falls Bazooka Sharks",8,6,0,0.571,1580.02,1583.92,73,88,0.453,1958.480001
"738",965400,"Division 3",1315154,"Super Kamario",8,6,0,0.571,1736.2,1672.24,92,69,0.571,2017.34
"739",965398,"Division 1",1315107,"A Team Has No Name",7,7,0,0.5,1594.12,1611.76,76,92,0.452,2019.580019
"740",965398,"Division 1",1252638,"HerroCorumbia & the PEDs",6,8,0,0.429,1561.12,1598.02,68,93,0.422,1838.52001
"741",965399,"Division 2",1252931,"Rynocorn's Rampage",6,8,0,0.429,1598.2,1691.56,71,97,0.423,2136.58001
"742",965398,"Division 1",1324105,"Compton Gunners",5,9,0,0.357,1514.18,1565.9,70,105,0.4,2114.18
"743",965400,"Division 3",999783,"To be decided",5,9,0,0.357,1612.4,1772.7,80,81,0.497,1950.120004
"744",965400,"Division 3",1090537,"Darkside Imperials",4,10,0,0.286,1387.38,1681.4,55,120,0.314,2035.22
"745",965402,"Division 2",1172345,"Golden Receivers",11,3,0,0.786,1838.22,1405.02,115,53,0.685,2343.31999
"746",965401,"Division 1",1097046,"beekin",10,4,0,0.714,1714,1504.76,105,63,0.625,2320.86001
"747",965402,"Division 2",999774,"Fantasy Football Team",10,4,0,0.714,1681.14,1534.96,97.5,77.5,0.557,2318.960011
"748",965401,"Division 1",1097109,"rodeomothh",8,6,0,0.571,1764.56,1698.42,95,66,0.59,2101.2
"749",965403,"Division 3",1315120,"Bucs All The Way",8,6,0,0.571,1678.28,1608.36,88,73,0.547,1915.49999
"750",965403,"Division 3",1315063,"ChubbHub",7,7,0,0.5,1622.8,1492.56,91,84,0.52,2227.540014
"751",965403,"Division 3",1315575,"Hakuna Mailata",7,7,0,0.5,1621.74,1608.06,90,78,0.536,2091.44
"752",965401,"Division 1",1258628,"Giants Steps",6,8,0,0.429,1504.68,1678.36,65,103,0.387,1878.920004
"753",965402,"Division 2",1252732,"Burlap Salesmen",5,9,0,0.357,1626,1700.78,99,76,0.566,2304.98001
"754",965402,"Division 2",1171905,"Chalupa Batman",5,9,0,0.357,1550.98,1737.76,73.5,87.5,0.457,2001.4
"755",965401,"Division 1",999517,"Bye Week",4,10,0,0.286,1338.94,1631.36,46,129,0.263,1910.500004
"756",965403,"Division 3",1323698,"circles",3,11,0,0.214,1295.88,1636.82,43,118,0.267,1872.259996
"757",965405,"Division 2",1258495,"I’m Sad",10,4,0,0.714,1806.68,1623.02,113,55,0.673,2384.46
"758",965406,"Division 3",999810,"QBs are for suckers",10,4,0,0.714,1731.1,1565.62,110,58,0.655,2190.799991
"759",965405,"Division 2",1315091,"Penske Material",9,5,0,0.643,1555,1504.56,65,96,0.404,1911.02
"760",965404,"Division 1",1082555,"All My Players Died",8,6,0,0.571,1672.68,1548.88,92,69,0.571,2027.699995
"761",965404,"Division 1",1315078,"Bass Drop",8,6,0,0.571,1739.58,1645.48,99,76,0.566,2344.5
"762",965405,"Division 2",1175395,"Mystery Incorporated",8,6,0,0.571,1645.16,1544.32,96,79,0.549,2398.34001
"763",965405,"Division 2",1252686,"Big Willie Style",7,7,0,0.5,1543,1528.38,69,99,0.411,2108.62001
"764",965406,"Division 3",1315352,"Rookie Mistake",7,7,0,0.5,1580.34,1566.76,78,90,0.464,1981.3
"765",965404,"Division 1",1258682,"49IRS",5,9,0,0.357,1664.42,1813.94,93,82,0.531,2182.02
"766",965406,"Division 3",1252595,"Miller Time",5,9,0,0.357,1526.94,1813.04,66,109,0.377,2091.459996
"767",965404,"Division 1",999068,"Ground Control to Major League",4,10,0,0.286,1521.6,1687.78,63,98,0.391,1904.380005
"768",965406,"Division 3",1253574,"Post-Hype Sleepers",3,11,0,0.214,1576.48,1721.2,64,97,0.398,1810.799994
"769",965407,"Division 1",999093,"Terry's Scaries",9,5,0,0.643,1667.18,1561.28,95,80,0.543,2309.81999
"770",965408,"Division 2",1315072,"Prison Mike",9,5,0,0.643,1718.6,1666.52,101.5,66.5,0.604,2147.38
"771",965408,"Division 2",1171841,"Lastedgehead",9,5,0,0.643,1684.52,1653,89,72,0.553,1962.92001
"772",965409,"Division 3",999594,"Teenage Mutant Ninja Bortles",9,5,0,0.643,1798.26,1594.62,110,58,0.655,2295.879996
"773",965407,"Division 1",1006630,"Hotsaucesoda's RIP Goose",7,7,0,0.5,1594.44,1661.94,76,92,0.452,2071.520004
"774",965408,"Division 2",1314991,"Team",7,7,0,0.5,1721.32,1581.84,81,80,0.503,2110.42001
"775",965409,"Division 3",999646,"NewTeamName ToFireUpTheSquad",7,7,0,0.5,1753.72,1740.86,113,62,0.646,2325.660015
"776",965409,"Division 3",1328856,"Dumpster Fire",7,7,0,0.5,1614.32,1625.1,68,100,0.405,2034.64001
"777",965407,"Division 1",998916,"Ted Johnson’s Neck",6,8,0,0.429,1608.98,1644.1,77,84,0.478,1895.78
"778",965408,"Division 2",1086088,"Pittmaster Cookin",5,9,0,0.357,1568.26,1636.74,72,103,0.411,2151.340004
"779",965409,"Division 3",1324075,"Revolution #9",5,9,0,0.357,1551.64,1786.06,65.5,95.5,0.407,1970.3
"780",965407,"Division 1",1252990,"SCLSU Mud Dogs",4,10,0,0.286,1483.54,1612.72,60,115,0.343,2127.06
"781",965410,"Division 1",1315042,"Mr. Unlimited",12,2,0,0.857,1868.9,1680.04,118,50,0.702,2356.70001
"782",965411,"Division 2",1343610,"EZ Money",10,4,0,0.714,1774.36,1618.72,114,54,0.679,2266.91999
"783",965411,"Division 2",1096935,"Thrillhouse",9,5,0,0.643,1748.14,1735.38,92.5,68.5,0.575,2084.94
"784",965412,"Division 3",1431260,"Country Roads, Take Mahomes",9,5,0,0.643,1704.94,1407.02,98,77,0.56,2335.88
"785",965410,"Division 1",999392,"RiddlesInTheDark",7,7,0,0.5,1707.08,1650.6,94,81,0.537,2266.360005
"786",965410,"Division 1",1258616,"Multipass",7,7,0,0.5,1620.78,1646.7,71,90,0.441,2006.16
"787",965411,"Division 2",1328806,"I FW THE ELITE VISION LETS BUILD 4.5 YARDS PER CARRY",7,7,0,0.5,1674.92,1664.36,92.5,75.5,0.551,2081.58001
"788",965412,"Division 3",1173272,"Meat Curtains",6,8,0,0.429,1449.42,1511.46,51,117,0.304,1909.54
"789",965412,"Division 3",1315069,"Banana Grabbers",5,9,0,0.357,1578.66,1661.54,89,86,0.509,2250.060009
"790",965412,"Division 3",1252777,"Hell's Coming With Me",5,9,0,0.357,1548.84,1686.78,73,102,0.417,2220.880018
"791",965411,"Division 2",1334567,"Sack Lunch",4,10,0,0.286,1512.86,1654.8,60,101,0.373,1819.04
"792",965410,"Division 1",1252984,"The Donald Trump of Fantasy Football",3,11,0,0.214,1467.4,1738.9,55,106,0.342,1806.599999
"793",965413,"Division 1",1315035,"The Last Dance",10,4,0,0.714,1588.52,1509.56,77,91,0.458,2086.740005
"794",965414,"Division 2",1086168,"Sunnyvale Shiithawks",9,5,0,0.643,1843.8,1630.24,121,47,0.72,2415.48
"795",965413,"Division 1",1000245,"fredmorton's Recepticons",8,6,0,0.571,1629.86,1507.78,84,77,0.522,1988.48
"796",965414,"Division 2",1172317,"Dumpster Rat",8,6,0,0.571,1641.2,1584.44,106,69,0.606,2346.419994
"797",965415,"Division 3",1322848,"The Goons",8,6,0,0.571,1624.34,1663.08,93,82,0.531,2244.320004
"798",965415,"Division 3",1430224,"Temenica Honeybees",7,7,0,0.5,1681.7,1604.38,90,71,0.559,2042.9
"799",965413,"Division 1",1315261,"Knuckleheads",6,8,0,0.429,1437.82,1512.68,47,121,0.28,1866.419995
"800",965413,"Division 1",1253016,"Fighting Beaverius",6,8,0,0.429,1408.56,1469.96,53,108,0.329,1808.159996
"801",965414,"Division 2",1326321,"Worthless Warriors",6,8,0,0.429,1716.38,1738.84,106,62,0.631,2324.239996
"802",965415,"Division 3",1430145,"Banana",6,8,0,0.429,1664.56,1640.2,92,83,0.526,2250.38001
"803",965414,"Division 2",1326342,"I’m Awesome",5,9,0,0.357,1605.54,1703.48,84,91,0.48,2216.899995
"804",965415,"Division 3",1258655,"BlindDollar",5,9,0,0.357,1449.74,1727.38,55,106,0.342,1817.919996
"805",965417,"Division 2",1098106,"Galakanokis",10,4,0,0.714,1848.08,1564.8,118,50,0.702,2518.18
"806",965417,"Division 2",1315559,"Singapore Merlions",10,4,0,0.714,1718.04,1488.26,103,72,0.589,2328.060004
"807",965418,"Division 3",1252611,"SizViolin’s Hey Dan Arnold",9,5,0,0.643,1578.02,1594.36,81,87,0.482,2083.659986
"808",965416,"Division 1",1096801,"Upcountry Degens",8,6,0,0.571,1503.32,1624.28,64,97,0.398,1881.740014
"809",965417,"Division 2",1315256,"batman673's Wookie of the Year",8,6,0,0.571,1657.3,1737.96,86,75,0.534,2013.8
"810",965416,"Division 1",1273389,"MarcoFro",7,7,0,0.5,1591.2,1547.48,91,84,0.52,2197.26001
"811",965418,"Division 3",1263238,"Krakoa",7,7,0,0.5,1788.86,1669.46,106,62,0.631,2295.34
"812",965416,"Division 1",1252978,"Racer4's No Talent Ass Clowns",6,8,0,0.429,1660.5,1551.66,82,86,0.488,2118.799972
"813",965416,"Division 1",999342,"Dakstreet's Back, Alright",6,8,0,0.429,1483.5,1633.2,68,93,0.422,1814.340015
"814",965417,"Division 2",1171890,"TEAM NAMES MATTER",6,8,0,0.429,1647.32,1625.08,95,80,0.543,2328.72
"815",965418,"Division 3",1430198,"Arakko",4,10,0,0.286,1339.04,1539.64,47,128,0.269,1999.300004
"816",965418,"Division 3",1258472,"Mexican Danger Noodles",3,11,0,0.214,1480.08,1719.08,67,94,0.416,1832.92001
"817",965420,"Division 2",1333356,"Datix Dawgs",11,3,0,0.786,1625.38,1614.9,85,83,0.506,2077.14
"818",965421,"Division 3",1326300,"North Caldwell Fillies",10,4,0,0.714,1715.04,1582.38,102,66,0.607,2146.62
"819",965419,"Division 1",1315249,"MulliganGear's Basket of Draft Day Deplorables",9,5,0,0.643,1939.5,1696.68,121,54,0.691,2467.66
"820",965421,"Division 3",1258567,"Hi, I'm Tom Brady",9,5,0,0.643,1590.76,1520.18,82.5,92.5,0.471,2169.84
"821",965419,"Division 1",1175195,"kevl510's Fake Empires",7,7,0,0.5,1683.18,1657.02,88,73,0.547,1966.680004
"822",965419,"Division 1",1186436,"Grand Finale",7,7,0,0.5,1623.9,1628.28,73,88,0.453,1942.07999
"823",965420,"Division 2",1431254,"JeanLucPickSix",6,8,0,0.429,1597.3,1693.44,84,84,0.5,2186.10001
"824",965420,"Division 2",999314,"96ers",6,8,0,0.429,1554.48,1614.24,69,99,0.411,2096.52
"825",965419,"Division 1",1315139,"Fap",5,9,0,0.357,1669.68,1769.8,103,72,0.589,2298.499994
"826",965420,"Division 2",1252636,"Gentleman Bastards",5,9,0,0.357,1654.7,1728.9,77,84,0.478,1964.51999
"827",965421,"Division 3",1263263,"Subtlety_Rogue Raiders",5,9,0,0.357,1492.06,1686.9,65.5,109.5,0.374,2101.759982
"828",965421,"Division 3",1314992,"s7evenofspades",4,10,0,0.286,1616.12,1569.38,58,103,0.36,1957.74
"829",965422,"Division 1",1099192,"The official Kenneth Walker fan club",10,4,0,0.714,1736.66,1612.2,110,58,0.655,2332.800001
"830",965422,"Division 1",1253211,"HilariousScreenname's HilariousTeamname",9,5,0,0.643,1671.48,1595.04,91,70,0.565,1991.800001
"831",965424,"Division 3",1315008,"CapedWombat’s Chubb loves KHunt",9,5,0,0.643,1801.94,1553.18,108,60,0.643,2240.43999
"832",965423,"Division 2",1171916,"Le'Veon a Prayer",8,6,0,0.571,1596.66,1554.52,76,85,0.472,1880.6
"833",965424,"Division 3",1270221,"The Cats Pajamas",8,6,0,0.571,1562.9,1587.78,88,87,0.503,2139.860009
"834",965424,"Division 3",1431262,"The Fighting Harambes",7,7,0,0.5,1522.98,1499.32,77.5,97.5,0.443,2101.96
"835",965422,"Division 1",1255586,"Avocado Toast",6,8,0,0.429,1621.02,1679.02,78.5,89.5,0.467,2163.62
"836",965423,"Division 2",1258775,"Chasin' AMONster Chubb",6,8,0,0.429,1688.86,1613.4,86,82,0.512,2213.840006
"837",965423,"Division 2",1315169,"Chiefin' Super Bowls",6,8,0,0.429,1617.72,1718.1,92,83,0.526,2151.539996
"838",965423,"Division 2",1258547,"Bye Mr. Robinson",6,8,0,0.429,1482.48,1645.16,56,105,0.348,1870.14001
"839",965422,"Division 1",1004035,"Have Ball, Kick Foot",5,9,0,0.357,1728.04,1702.82,98,77,0.56,2170.300008
"840",965424,"Division 3",1263259,"sthfreebird's Human Fund",4,10,0,0.286,1435.62,1705.82,47,114,0.292,1802.880011
"841",965426,"Division 2",1082499,"We Were Marshall",10,4,0,0.714,1693.58,1571.34,93,75,0.554,2216.56001
"842",965427,"Division 3",1176348,"Mixon Martial Arts",9,5,0,0.643,1710,1658.94,98,70,0.583,2128.62001
"843",965426,"Division 2",1431263,"Tegridy Farms",8,6,0,0.571,1616.14,1595.26,76,85,0.472,1996.36001
"844",965425,"Division 1",1259400,"ErikMyers5's The Kings of Queens",7,7,0,0.5,1478.46,1567.26,56,105,0.348,1834.220004
"845",965425,"Division 1",1175301,"Set it and Spagett it",7,7,0,0.5,1714.88,1627.44,99,76,0.566,2328.44001
"846",965425,"Division 1",998978,"Rollin Wit Mahomies",7,7,0,0.5,1675.04,1742.02,92,76,0.548,2045.640008
"847",965426,"Division 2",1326245,"Too Big to Fail",7,7,0,0.5,1603.92,1571.22,75,86,0.466,1928.86001
"848",965426,"Division 2",1175352,"Inferno",7,7,0,0.5,1561.06,1567.76,73,88,0.453,1966.120005
"849",965427,"Division 3",1260415,"Mantis Toboggan",7,7,0,0.5,1745.76,1583.7,111,64,0.634,2369.03999
"850",965427,"Division 3",1317186,"Pickle Rick",7,7,0,0.5,1707.42,1733.14,98,70,0.583,2180.38
"851",965427,"Division 3",1315385,"What Who Why",5,9,0,0.357,1568.5,1711.82,71,104,0.406,2223.800015
"852",965425,"Division 1",1252688,"Remembrance of Teams Past",3,11,0,0.214,1503.28,1648.14,66,109,0.377,2191.38
"853",965430,"Division 3",1258543,"Gonzofisted",12,2,0,0.857,1779.32,1511.18,111,57,0.661,2268.87999
"854",965428,"Division 1",1086085,"Quacktastic",10,4,0,0.714,1671.86,1548.14,101,67,0.601,2117.15999
"855",965429,"Division 2",1003059,"Sauce Sauce",9,5,0,0.643,1639.98,1576.46,80,81,0.497,1959.64
"856",965428,"Division 1",1252620,"IgKnight's Shining Armors",8,6,0,0.571,1747.22,1650.78,109,66,0.623,2316.28
"857",965429,"Division 2",1175156,"Bad Decision Bears",7,7,0,0.5,1743.1,1696.38,102,59,0.634,2061.76001
"858",965429,"Division 2",1315204,"Bad JuJu",7,7,0,0.5,1608.84,1543.48,80,88,0.476,1960.4
"859",965430,"Division 3",1176358,"shastings1287's Ron Swansons",7,7,0,0.5,1710.9,1651.46,104,71,0.594,2362.7
"860",965430,"Division 3",1314994,"Pair-O_Docks Team",7,7,0,0.5,1501.8,1597.6,61.5,106.5,0.366,1983.48002
"861",965428,"Division 1",1171815,"SPAM Bandits",5,9,0,0.357,1646.16,1852.1,95,80,0.543,2279.12
"862",965428,"Division 1",1330400,"Gravity8595's Purple People Eaters",5,9,0,0.357,1581.4,1537.84,69,92,0.429,1902.040005
"863",965430,"Division 3",1315097,"Chase-ing Tail",5,9,0,0.357,1507.36,1652.98,54.5,106.5,0.339,1834.980005
"864",965429,"Division 2",1253283,"Claypool Party",2,12,0,0.143,1267.64,1587.18,41,134,0.234,1937.019996
"865",965431,"Division 1",1175137,"Beauty and the Beast Mode",12,2,0,0.857,1712.14,1504.58,94,74,0.56,2160.54
"866",965433,"Division 3",1252594,"Boy Named Sue",11,3,0,0.786,1904.78,1625.64,119,49,0.708,2362.260035
"867",965431,"Division 1",999066,"Angry Beavers",7,7,0,0.5,1735.9,1701.38,107,68,0.611,2368.85999
"868",965431,"Division 1",1252676,"Return of the King",7,7,0,0.5,1635.92,1641.16,78,83,0.484,2021.919996
"869",965432,"Division 2",1316560,"Pabst Pounders",7,7,0,0.5,1652.18,1576.98,91,84,0.52,2236.600004
"870",965433,"Division 3",1172253,"Clyde Edwards-Hilarious",7,7,0,0.5,1645.38,1709.64,78,83,0.484,2011.460004
"871",965431,"Division 1",1258605,"Brees In The Trap",6,8,0,0.429,1564.34,1606.48,70,98,0.417,2103.160004
"872",965432,"Division 2",1171990,"Tater Tots",6,8,0,0.429,1613.98,1611.84,92,83,0.526,2333.279995
"873",965433,"Division 3",1316197,"Blackboard Monitors",6,8,0,0.429,1483.72,1660.68,60,108,0.357,1874.180006
"874",965432,"Division 2",1171818,"Master Of The World",5,9,0,0.357,1614.96,1754.52,74,87,0.46,1917.66
"875",965432,"Division 2",999202,"Fußball Is The Devil",5,9,0,0.357,1598.02,1695.6,78,97,0.446,2187.5
"876",965433,"Division 3",1319590,"Corona Ponies",5,9,0,0.357,1630.74,1703.56,67,94,0.416,1964.62
"877",965436,"Division 3",1331935,"HONKMAN",10,4,0,0.714,1742.8,1573.36,103,65,0.613,2226.19998
"878",965435,"Division 2",1330675,"What, would you say... you do here",9,5,0,0.643,1771.14,1609.36,107,61,0.637,2246.62
"879",965435,"Division 2",1175231,"Auction Drafts Are Antiblack",9,5,0,0.643,1704.16,1535.76,95,80,0.543,2348.000005
"880",965436,"Division 3",1252664,"The Torn Identity",9,5,0,0.643,1801.26,1558.5,105,56,0.652,2171.26
"881",965435,"Division 2",1175255,"Florida Man",8,6,0,0.571,1521.34,1634.8,56,105,0.348,1912.640005
"882",965436,"Division 3",1253033,"Bored Ape Yacht Club",8,6,0,0.571,1590.72,1606.28,85,83,0.506,2099.920009
"883",965434,"Division 1",1428929,"Romolicious definition make America's Team go loco",7,7,0,0.5,1677.58,1602.74,88,87,0.503,2227.28
"884",965434,"Division 1",1326282,"kyle with the stinky pitts",6,8,0,0.429,1669.54,1735.64,91,77,0.542,2176.860014
"885",965434,"Division 1",1315241,"I don't know what to do with my hands",6,8,0,0.429,1602.2,1713.48,78,97,0.446,2153.77999
"886",965434,"Division 1",1171742,"Make Punting Great Again",6,8,0,0.429,1556.48,1606.08,68,93,0.422,1885.019985
"887",965435,"Division 2",1326284,"The Annexation of Puerto Rico",4,10,0,0.286,1657.6,1739.1,78,97,0.446,2209.320005
"888",965436,"Division 3",1254245,"ethanhawkmans Cheesy Crust",2,12,0,0.143,1458.72,1838.44,54,107,0.335,1737.419996
"889",965437,"Division 1",1175377,"Group of Average Degenerates",9,5,0,0.643,1650.1,1517.48,96,79,0.549,2241.92
"890",965438,"Division 2",1173069,"Blue Magic",9,5,0,0.643,1849,1618.88,119,49,0.708,2297.30002
"891",965438,"Division 2",1315182,"The Village Ediots",9,5,0,0.643,1701.52,1587.56,95,80,0.543,2373.71998
"892",965439,"Division 3",1430257,"Guys Being Dudes",9,5,0,0.643,1744.74,1556.48,105,63,0.625,2283.15999
"893",965439,"Division 3",1258786,"Lights Kamara Action",9,5,0,0.643,1737.12,1632.36,93,68,0.578,2077.839996
"894",965438,"Division 2",1175152,"Charles Edgar Cheeserton (Cool_Blasterz)",8,6,0,0.571,1549.72,1657.16,64,97,0.398,1886.2
"895",965437,"Division 1",1252973,"Kupp o' Zeke",7,7,0,0.5,1607.3,1640.5,71,97,0.423,2072.82
"896",965439,"Division 3",1328814,"Quaranteam",7,7,0,0.5,1590.24,1640.7,86,82,0.512,2035.979995
"897",965437,"Division 1",1171766,"Los Ingobernables",5,9,0,0.357,1552.22,1634.78,61,100,0.379,1884.7
"898",965438,"Division 2",1324196,"wildcards",5,9,0,0.357,1615.16,1770.52,84,91,0.48,2194.720014
"899",965439,"Division 3",1263243,"No Free Hugs",4,10,0,0.286,1510.5,1607.28,66,109,0.377,2203.999995
"900",965437,"Division 1",1326381,"Russell Sprouts",3,11,0,0.214,1579.22,1823.14,68,93,0.422,1878.359996
